#jd flux err
2454472.75016505 1.00996841 0.00483591
2454472.77099839 1.00866728 0.00729629
2454472.79183172 0.99791429 0.00783515
2454472.81266505 0.97829203 0.00548763
2454472.83349839 0.94351235 0.00977717
2454472.85433172 0.92722454 0.00488578
2454472.87516506 0.93414167 0.00870042
2454472.89599839 0.96459397 0.01076474
2454472.91683172 0.98225505 0.00940487
2454472.93766506 1.00055975 0.00620669
2454472.95849839 1.00280852 0.00462177
2454472.97933173 1.00541540 0.00587059
2454473.00016506 1.00817110 0.00474482
2454473.02099839 1.01004164 0.00428346
2454473.04183173 1.01304294 0.00518556
2454473.06266506 1.01423319 0.00738454
2454473.08349840 1.01134102 0.00531164
2454473.10433173 1.01029400 0.00628844
2454473.12516506 1.00752324 0.00675563
2454473.14599840 1.00323298 0.00592035
2454473.16683173 0.99844411 0.00459465
2454473.18766507 0.99509820 0.00454794
2454473.20849840 0.98889725 0.00586962
2454473.22933173 0.98196430 0.01158692
2454473.25016507 0.90454557 0.03861082
2454473.27099840 0.76840577 0.05112645
2454473.29183174 0.51296619 0.04083020
2454473.31266507 0.42545288 0.01321389
2454473.33349840 0.54279026 0.05789020
2454473.35433174 0.76138756 0.06978938
2454473.37516507 0.89504365 0.02915041
2454473.39599841 0.98461958 0.00484259
2454473.41683174 0.99093429 0.00480508
2454473.43766507 0.99436289 0.00530940
2454473.45849841 0.99826247 0.00589978
2454473.47933174 1.00316216 0.00615248
2454473.50016508 1.01075461 0.00572870
2454473.52099841 1.01345971 0.00427912
2454473.54183174 1.01610918 0.00559547
2454473.56266508 1.01764165 0.00548325
2454473.58349841 1.01700398 0.00449527
2454473.60433174 1.01634589 0.00491883
2454473.62516508 1.01347737 0.00545810
2454473.64599841 1.01103793 0.00435716
2454473.66683175 1.00989060 0.00494818
2454473.68766508 1.00614305 0.00414136
2454473.70849841 0.98982806 0.00773487
2454473.72933175 0.96061983 0.00999648
2454473.75016508 0.93826880 0.00809950
2454473.77099842 0.92954137 0.00516036
2454473.79183175 0.94341835 0.00899058
2454473.81266508 0.96702826 0.00672926
2454473.83349842 0.99807418 0.00694826
2454473.85433175 1.00362535 0.00458691
2454473.87516509 1.00420779 0.00444569
2454473.89599842 1.00410655 0.00512493
2454473.91683175 1.00888766 0.00529969
2454473.93766509 1.01095324 0.00531393
2454473.95849842 1.01074811 0.00576788
2454473.97933176 1.01368249 0.00450933
2454474.00016509 1.01134706 0.00476284
2454474.02099842 1.00929236 0.00510337
2454474.04183176 1.00479212 0.00474794
2454474.06266509 1.00153947 0.00556642
2454474.08349843 0.99591623 0.00530436
2454474.10433176 0.99403565 0.00510766
2454474.12516509 0.98925783 0.00409922
2454474.14599843 0.96260958 0.02100467
2454474.16683176 0.84180449 0.04857672
2454474.18766510 0.65446747 0.05529992
2454474.20849843 0.47623074 0.04568205
2454474.22933176 0.45303583 0.03699568
2454474.25016510 0.62897289 0.06264574
2454474.27099843 0.82242783 0.05054412
2454474.29183177 0.96627308 0.01308995
2454474.31266510 0.98817288 0.00502463
2454474.33349843 0.99045629 0.00541791
2454474.35433177 0.99627814 0.00527520
2454474.37516510 1.00262649 0.00536508
2454474.39599844 1.00787081 0.00544381
2454474.41683177 1.00938937 0.00576426
2454474.43766510 1.01412397 0.00576846
2454474.45849844 1.01499508 0.00491161
2454474.47933177 1.01827779 0.00610494
2454474.50016510 1.01457531 0.00466096
2454474.52099844 1.01298202 0.00608673
2454474.54183177 1.01426435 0.00398638
2454474.56266511 1.01060489 0.00438057
2454474.58349844 1.00976669 0.00496133
2454474.60433177 1.00040285 0.00753620
2454474.62516511 0.97838975 0.01115026
2454474.64599844 0.95009430 0.01104361
2454474.66683178 0.92920830 0.00618731
2454474.68766511 0.93423107 0.00766065
2454474.70849844 0.95512591 0.00973941
2454474.72933178 0.98037610 0.00962393
2454474.75016511 0.99930441 0.00674595
2454474.77099845 1.00551038 0.00479962
2454474.79183178 1.00450396 0.00626542
2454474.81266511 1.00722429 0.00627916
2454474.83349845 1.01061048 0.00454193
2454474.85433178 1.01172592 0.00480613
2454474.87516512 1.01233129 0.00554628
2454474.89599845 1.01434879 0.00478915
2454474.91683178 1.01085713 0.00535591
2454474.93766512 1.00793413 0.00556261
2454474.95849845 1.00389254 0.00378505
2454474.97933179 0.99821052 0.00726440
2454475.00016512 0.99414489 0.00571023
2454475.02099845 0.99101302 0.00619737
2454475.04183179 0.98255990 0.00624186
2454475.06266512 0.92142130 0.03508035
2454475.08349846 0.76480629 0.05535892
2454475.10433179 0.56345084 0.05790658
2454475.12516512 0.42804180 0.01629686
2454475.14599846 0.51664388 0.05394328
2454475.16683179 0.71791570 0.05825474
2454475.18766513 0.88826907 0.03976808
2454475.20849846 0.97560374 0.01169835
2454475.22933179 0.98927495 0.00669358
2454475.25016513 0.99344757 0.00418131
2454475.27099846 0.99977154 0.00559578
2454475.29183180 1.00599980 0.00567325
2454475.31266513 1.00854928 0.00507578
2454475.33349846 1.01305394 0.00462865
2454475.35433180 1.01392270 0.00415076
2454475.37516513 1.01629577 0.00462608
2454475.39599846 1.01703055 0.00518727
2454475.41683180 1.01482359 0.00538490
2454475.43766513 1.01379972 0.00535818
2454475.45849847 1.01354368 0.00517678
2454475.47933180 1.01002919 0.00502701
2454475.50016513 1.00530282 0.00521869
2454475.52099847 0.99055001 0.00910505
2454475.54183180 0.96439179 0.01202611
2454475.56266514 0.93920063 0.01216272
2454475.58349847 0.92778111 0.00457207
2454475.60433180 0.94101324 0.00835302
2454475.62516514 0.96653057 0.00927146
2454475.64599847 0.99012551 0.00716893
2454475.66683181 1.00353142 0.00580012
2454475.68766514 1.00412609 0.00425118
2454475.70849847 1.00730225 0.00537450
2454475.72933181 1.00921461 0.00534785
2454475.75016514 1.00873463 0.00437510
2454475.77099848 1.01356141 0.00484820
2454475.79183181 1.01346973 0.00505606
2454475.81266514 1.01261552 0.00499375
2454475.83349848 1.01208762 0.00487896
2454475.85433181 1.00711904 0.00454208
2454475.87516515 1.00183303 0.00538687
2454475.89599848 0.99715161 0.00377348
2454475.91683181 0.99345615 0.00449631
2454475.93766515 0.98819631 0.00423689
2454475.95849848 0.97421048 0.01493621
2454475.97933182 0.83815681 0.03250976
2454476.00016515 0.68014174 0.05923460
2454476.02099848 0.48676390 0.04729706
2454476.04183182 0.43997524 0.02994340
2454476.06266515 0.60106325 0.05960375
2454476.08349849 0.79880405 0.05326939
2454476.10433182 0.93953813 0.02867631
2454476.12516515 0.98744674 0.00586455
2454476.14599849 0.99071577 0.00540862
2454476.16683182 0.99586619 0.00484363
2454476.18766516 1.00163380 0.00563121
2454476.20849849 1.00679311 0.00604601
2454476.22933182 1.01123339 0.00586599
2454476.25016516 1.01382295 0.00550256
2454476.27099849 1.01677765 0.00562749
2454476.29183182 1.01709452 0.00484813
2454476.31266516 1.01633200 0.00452971
2454476.33349849 1.01640126 0.00626346
2454476.35433183 1.01702746 0.00462133
2454476.37516516 1.01236669 0.00454965
2454476.39599849 1.00943893 0.00586973
2454476.41683183 1.00544397 0.00509667
2454476.43766516 0.97475746 0.00790389
2454476.45849850 0.95308071 0.01076759
2454476.47933183 0.93062800 0.00931540
2454476.50016516 0.93259748 0.00613359
2454476.52099850 0.95194017 0.00775324
2454476.54183183 0.97678726 0.00829088
2454476.56266517 0.99783163 0.00637093
2454476.58349850 1.00427593 0.00504022
2454476.60433183 1.00632664 0.00487014
2454476.62516517 1.00647691 0.00603857
2454476.64599850 1.00911557 0.00489922
2454476.66683184 1.01184400 0.00454617
2454476.68766517 1.01139019 0.00536910
2454476.70849850 1.01221610 0.00464528
2454476.72933184 1.01185590 0.00466706
2454476.75016517 1.00877381 0.00494627
2454476.77099851 1.00509536 0.00614202
2454476.79183184 1.00066677 0.00585974
2454476.81266517 0.99450105 0.00437301
2454476.83349851 0.99168203 0.00594327
2454476.85433184 0.98548640 0.00546005
2454476.87516518 0.93707546 0.03285970
2454476.89599851 0.84042071 0.02678691
2454476.91683184 0.58556599 0.05557853
2454476.93766518 0.43567535 0.02361835
2454476.95849851 0.44536246 0.01853604
2454476.97933185 0.74952412 0.04439020
2454477.00016518 0.86892942 0.04522843
2454477.02099851 0.97078938 0.01619181
2454477.04183185 0.98736540 0.00535563
2454477.06266518 0.99254365 0.00473982
2454477.08349852 0.99675205 0.00471547
2454477.10433185 1.00278494 0.00558318
2454477.12516518 1.00733074 0.00570908
2454477.14599852 1.01208226 0.00560328
2454477.16683185 1.01404437 0.00445634
2454477.18766518 1.01623885 0.00557058
2454477.20849852 1.01686711 0.00494113
2454477.22933185 1.01500083 0.00470513
2454477.25016519 1.01398751 0.00531894
2454477.27099852 1.01320044 0.00533778
2454477.29183185 1.00852901 0.00367119
2454477.31266519 1.00846127 0.00465540
2454477.33349852 0.99419875 0.00725679
2454477.35433186 0.97376279 0.00744931
2454477.37516519 0.93851451 0.00823794
2454477.39599852 0.92660255 0.00512215
2454477.41683186 0.93720060 0.00728156
2454477.43766519 0.96791045 0.00775432
2454477.45849853 0.98845451 0.00740390
2454477.47933186 1.00299720 0.00684966
2454477.50016519 1.00284005 0.00381331
2454477.52099853 1.00681955 0.00541095
2454477.54183186 1.00927565 0.00565687
2454477.56266520 1.00995846 0.00493528
2454477.58349853 1.01262024 0.00360942
2454477.60433186 1.01357680 0.00490404
2454477.62516520 1.01304156 0.00577990
2454477.64599853 1.01007992 0.00443397
2454477.66683187 1.00840969 0.00477596
2454477.68766520 1.00622476 0.00502972
2454477.70849853 0.99956114 0.00526713
2454477.72933187 0.99315106 0.00467557
2454477.75016520 0.99038084 0.00468532
2454477.77099854 0.97718029 0.01872815
2454477.79183187 0.88268664 0.04431995
2454477.81266520 0.71015822 0.05946440
2454477.83349854 0.49715011 0.06920359
2454477.85433187 0.43004414 0.02062609
2454477.87516521 0.57459928 0.05895837
2454477.89599854 0.73581467 0.03538099
2454477.91683187 0.93751445 0.02812141
2454477.93766521 0.98434525 0.00542742
2454477.95849854 0.99041067 0.00522680
2454477.97933188 0.99712566 0.00456663
2454478.00016521 1.00106709 0.00532418
2454478.02099854 1.00436641 0.00503298
2454478.04183188 1.00925404 0.00685585
2454478.06266521 1.01348483 0.00545491
2454478.08349854 1.01552921 0.00533922
2454478.10433188 1.01714251 0.00580917
2454478.12516521 1.01609062 0.00475126
2454478.14599855 1.01477722 0.00528875
2454478.16683188 1.01315677 0.00420488
2454478.18766521 1.01261103 0.00495161
2454478.20849855 1.01452977 0.01005625
2454478.22933188 1.00500373 0.00539535
2454478.25016522 0.98548508 0.00743985
2454478.27099855 0.95951494 0.00867478
2454478.29183188 0.93168737 0.00739890
2454478.31266522 0.92825482 0.00540022
2454478.33349855 0.94805241 0.00817288
2454478.35433189 0.97058929 0.00670253
2454478.37516522 0.99745968 0.00583922
2454478.39599855 1.00483909 0.00523159
2454478.41683189 1.00667891 0.00447029
2454478.43766522 1.00988268 0.00570319
2454478.45849856 1.00887060 0.00510607
2454478.47933189 1.01009693 0.00506090
2454478.50016522 1.01127811 0.00422790
2454478.52099856 1.01243079 0.00469525
2454478.54183189 1.01075498 0.00521626
2454478.56266523 1.00871288 0.00556843
2454478.58349856 1.00400162 0.00563175
2454478.60433189 1.00214804 0.00457708
2454478.62516523 0.99727706 0.00587397
2454478.64599856 0.99126318 0.00566884
2454478.66683190 0.98666072 0.00502241
2454478.68766523 0.97016760 0.01214367
2454478.70849856 0.80861128 0.05607139
2454478.72933190 0.62078389 0.06067875
2454478.75016523 0.45282203 0.03409819
2454478.77099857 0.49311035 0.03665310
2454478.79183190 0.66136272 0.05948427
2454478.81266523 0.82830495 0.03940608
2454478.83349857 0.98386390 0.00642014
2454478.85433190 0.98494716 0.00539690
2454478.87516524 0.99070752 0.00505843
2454478.89599857 0.99524924 0.00537951
2454478.91683190 1.00016814 0.00469164
2454478.93766524 1.00759493 0.00548484
2454478.95849857 1.00927506 0.00515661
2454478.97933191 1.01249984 0.00683748
2454479.00016524 1.01602593 0.00580094
2454479.02099857 1.01609086 0.00492324
2454479.04183191 1.01373595 0.00476022
2454479.06266524 1.01612872 0.00570325
2454479.08349857 1.01202604 0.00507430
2454479.10433191 1.00961525 0.00458629
2454479.12516524 1.00760563 0.00503665
2454479.14599858 0.99690009 0.00725313
2454479.16683191 0.97152890 0.00939747
2454479.18766524 0.94348440 0.00820889
2454479.20849858 0.93124965 0.00953625
2454479.22933191 0.93684258 0.00791043
2454479.25016525 0.95740370 0.00926339
2454479.27099858 0.99237129 0.01801377
2454479.29183191 1.00580420 0.01165763
2454479.31266525 1.00513952 0.00579173
2454479.33349858 1.00740291 0.00506312
2454479.35433192 1.00900278 0.00433485
2454479.37516525 1.01200585 0.00561291
2454479.39599858 1.01182710 0.00559504
2454479.41683192 1.01261895 0.00439613
2454479.43766525 1.01423000 0.00526169
2454479.45849859 1.01091340 0.00510015
2454479.47933192 1.00719329 0.00512787
2454479.50016525 1.00591101 0.00780319
2454479.52099859 0.99845399 0.00525383
2454479.54183192 0.99415538 0.00445597
2454479.56266526 0.98938082 0.00470966
2454479.58349859 0.98106185 0.00919910
2454479.60433192 0.90278574 0.03871559
2454479.62516526 0.73827901 0.06146152
2454479.64599859 0.53565230 0.05767074
2454479.66683193 0.42683845 0.01329470
2454479.68766526 0.53438392 0.05932620
2454479.70849859 0.74832651 0.05441941
2454479.72933193 0.90864799 0.03787599
2454479.75016526 0.98100049 0.01006090
2454479.77099860 0.99237401 0.00454016
2454479.79183193 0.99371272 0.00584538
2454479.81266526 0.99881366 0.00456718
2454479.83349860 1.00451189 0.00613175
2454479.85433193 1.00907001 0.00532856
2454479.87516527 1.01431561 0.00692915
2454479.89599860 1.01653698 0.00557596
2454479.91683193 1.01580550 0.00594221
2454479.93766527 1.01558633 0.00501647
2454479.95849860 1.01539991 0.00481820
2454479.97933193 1.01378618 0.00410288
2454480.00016527 1.01167181 0.00577408
2454480.02099860 1.00912356 0.00462683
2454480.04183194 1.00582845 0.00687194
2454480.06266527 0.98892465 0.00969556
2454480.08349860 0.96101955 0.01064800
2454480.10433194 0.93489659 0.00671630
2454480.12516527 0.92762668 0.00543191
2454480.14599861 0.94383137 0.01044418
2454480.16683194 0.96954414 0.00975615
2454480.18766527 0.99407686 0.00766902
2454480.20849861 1.00477875 0.00605845
2454480.22933194 1.00572698 0.00562888
2454480.25016528 1.00788479 0.00638879
2454480.27099861 1.01061219 0.00547863
2454480.29183194 1.01159090 0.00645121
2454480.31266528 1.01256070 0.00450871
2454480.33349861 1.01211407 0.00442453
2454480.35433195 1.01204545 0.00611157
2454480.37516528 1.00658908 0.00498954
2454480.39599861 1.00608163 0.00458481
2454480.41683195 1.00147077 0.00488799
2454480.43766528 0.99528121 0.00513154
2454480.45849862 0.99253564 0.00467423
2454480.47933195 0.98883319 0.00639314
2454480.50016528 0.97085823 0.01630009
2454480.52099862 0.83577987 0.04551531
2454480.54183195 0.64933569 0.05898205
2454480.56266529 0.46569904 0.04403954
2454480.58349862 0.45345105 0.03496912
2454480.60433195 0.63190183 0.06044439
2454480.62516529 0.82496632 0.04913631
2454480.64599862 0.95412765 0.02462836
2454480.66683196 0.98564959 0.00496270
2454480.68766529 0.98994282 0.00457986
2454480.70849862 0.99626874 0.00690686
2454480.72933196 1.00117447 0.00503054
2454480.75016529 1.00495012 0.00513112
2454480.77099863 1.01040259 0.00434780
2454480.79183196 1.01478218 0.00556995
2454480.81266529 1.01741215 0.00615825
2454480.83349863 1.01415706 0.00475957
2454480.85433196 1.01626738 0.00648857
2454480.87516529 1.01299013 0.00505100
2454480.89599863 1.01111089 0.00560854
2454480.91683196 1.00947918 0.00530969
2454480.93766530 1.00770929 0.00452589
2454480.95849863 0.99901815 0.00714236
2454480.97933196 0.97974748 0.01232750
2454481.00016530 0.95072880 0.01047184
2454481.02099863 0.92786240 0.00567219
2454481.04183197 0.93201241 0.00597798
2454481.06266530 0.95401615 0.01101934
2454481.08349863 0.98094448 0.00954595
2454481.10433197 0.99921140 0.00700919
2454481.12516530 1.00467169 0.00546879
2454481.14599864 1.00634942 0.00531527
2454481.16683197 1.00817877 0.00526477
2454481.18766530 1.01038513 0.00505912
2454481.20849864 1.01028454 0.00502625
2454481.22933197 1.01132947 0.00481653
2454481.25016531 1.01154331 0.00475714
2454481.27099864 1.01036102 0.00540252
2454481.29183197 1.01020973 0.00498820
2454481.31266531 1.00435541 0.00594297
2454481.33349864 1.00029073 0.00418978
2454481.35433198 0.99529150 0.00576515
2454481.37516531 0.99007786 0.00506482
2454481.39599864 0.98529008 0.00810761
2454481.41683198 0.91953772 0.03434959
2454481.43766531 0.77714152 0.07004555
2454481.45849865 0.56020472 0.05810783
2454481.47933198 0.43046454 0.02144292
2454481.50016531 0.50457100 0.04353969
2454481.52099865 0.73209691 0.04929511
2454481.54183198 0.89291920 0.03951059
2454481.56266532 0.97861901 0.01023022
2454481.58349865 0.99012917 0.00440377
2454481.60433198 0.99469886 0.00541947
2454481.62516532 0.99935589 0.00575355
2454481.64599865 1.00448539 0.00485442
2454481.66683199 1.00890338 0.00565841
2454481.68766532 1.01310744 0.00474641
2454481.70849865 1.01706036 0.00505196
2454481.72933199 1.01602168 0.00510428
2454481.75016532 1.01638660 0.00470518
2454481.77099865 1.01513562 0.00409592
2454481.79183199 1.01378886 0.00501006
2454481.81266532 1.01151657 0.00483665
2454481.83349866 1.01193224 0.00739396
2454481.85433199 1.00844759 0.00599783
2454481.87516532 0.99107068 0.00774108
2454481.89599866 0.96429330 0.01086255
2454481.91683199 0.93159403 0.00565433
2454481.93766533 0.92802154 0.00530016
2454481.95849866 0.94240089 0.00966835
2454481.97933199 0.96286699 0.00998295
2454482.00016533 0.99263399 0.01070179
2454482.02099866 1.00326772 0.00581561
2454482.04183200 1.00605730 0.00648162
2454482.06266533 1.00653135 0.00466062
2454482.08349866 1.00930065 0.00498091
2454482.10433200 1.01090118 0.00410081
2454482.12516533 1.01445107 0.00595873
2454482.14599867 1.01282400 0.00583972
2454482.16683200 1.00976759 0.00554427
2454482.18766533 1.00919907 0.00494833
2454482.20849867 1.00526866 0.00574681
2454482.22933200 1.00349124 0.00491565
2454482.25016534 0.99876300 0.00563480
2454482.27099867 0.99376878 0.00502950
2454482.29183200 0.98916962 0.00591817
2454482.31266534 0.96701228 0.01715176
2454482.33349867 0.86212700 0.04421946
2454482.35433201 0.68047695 0.05881621
2454482.37516534 0.43951517 0.01648913
2454482.39599867 0.44110087 0.02858603
2454482.41683201 0.60449008 0.05972425
2454482.43766534 0.77131144 0.05434235
2454482.45849868 0.94255923 0.02901580
2454482.47933201 0.98613343 0.00443887
2454482.50016534 0.99013530 0.00422340
2454482.52099868 0.99722870 0.00635616
2454482.54183201 0.99913418 0.00559597
2454482.56266535 1.00607558 0.00560733
2454482.58349868 1.01023827 0.00541535
2454482.60433201 1.01430631 0.00541816
2454482.62516535 1.01598841 0.00567859
2454482.64599868 1.01787627 0.00573626
2454482.66683201 1.01778925 0.00461258
2454482.68766535 1.01374934 0.00522314
2454482.70849868 1.01273895 0.00594034
2454482.72933202 1.01112064 0.00431979
2454482.75016535 1.00904153 0.00565593
2454482.77099868 1.00250789 0.00932604
2454482.79183202 0.98058162 0.01006720
2454482.81266535 0.95202887 0.00870576
2454482.83349869 0.93199813 0.00453593
2454482.85433202 0.93189180 0.00535884
2454482.87516535 0.95230656 0.00917612
2454482.89599869 0.97762780 0.00902572
2454482.91683202 1.00157981 0.00709255
2454482.93766536 1.00339426 0.00484729
2454482.95849869 1.00651992 0.00520902
2454482.97933202 1.00538517 0.00432879
2454483.00016536 1.01070801 0.00517850
2454483.02099869 1.01154344 0.00510304
2454483.04183203 1.01386100 0.00537374
2454483.06266536 1.01374067 0.00482049
2454483.08349869 1.01248707 0.00635485
2454483.10433203 1.01005353 0.00462917
2454483.12516536 1.00482750 0.00481721
2454483.14599870 1.00131982 0.00424992
2454483.16683203 0.99452979 0.00580399
2454483.18766536 0.99094073 0.00396712
2454483.20849870 0.98582104 0.00538346
2454483.22933203 0.93835984 0.04843705
2454483.25016537 0.78886907 0.05163429
2454483.27099870 0.59084042 0.06020718
2454483.29183203 0.44298194 0.02557127
2454483.31266537 0.51425792 0.04478586
2454483.33349870 0.69419454 0.05958544
2454483.35433204 0.87208035 0.04595906
2454483.37516537 0.97383879 0.01701891
2454483.39599870 0.98709362 0.00437528
2454483.41683204 0.99314238 0.00521963
2454483.43766537 0.99681064 0.00418167
2454483.45849871 1.00348789 0.00620326
2454483.47933204 1.00762842 0.00437051
2454483.50016537 1.01198969 0.00551401
2454483.52099871 1.01403304 0.00558069
2454483.54183204 1.01698254 0.00518979
2454483.56266537 1.01659452 0.00511384
2454483.58349871 1.01687608 0.00589616
2454483.60433204 1.01399454 0.00438856
2454483.62516538 1.01218290 0.00532606
2454483.64599871 1.01050016 0.00572011
2454483.66683204 1.00889701 0.00779699
2454483.68766538 0.99567656 0.00770245
2454483.70849871 0.96440729 0.00696280
2454483.72933205 0.94122345 0.00909541
2454483.75016538 0.92670149 0.00539401
2454483.77099871 0.93596300 0.01169929
2454483.79183205 0.96237679 0.00924957
2454483.81266538 0.98783988 0.00803639
2454483.83349872 1.00263111 0.00598642
2454483.85433205 1.00337613 0.00583400
2454483.87516538 1.00722322 0.00484765
2454483.89599872 1.00901932 0.00528638
2454483.91683205 1.01043929 0.00418439
2454483.93766539 1.01278740 0.00521354
2454483.95849872 1.01269068 0.00616301
2454483.97933205 1.01479123 0.00543775
2454484.00016539 1.01103631 0.00538430
2454484.02099872 1.00643599 0.00498725
2454484.04183206 1.00287791 0.00491573
2454484.06266539 0.99852559 0.00642359
2454484.08349872 0.99477885 0.00758278
2454484.10433206 0.99023104 0.00590278
2454484.12516539 0.97706640 0.01276943
2454484.14599873 0.88468288 0.04322843
2454484.16683206 0.69192827 0.05379294
2454484.18766539 0.50888408 0.05188777
2454484.20849873 0.43316790 0.02059595
2454484.22933206 0.56522858 0.06669538
2454484.25016540 0.77723347 0.05372509
2454484.27099873 0.92682710 0.03234613
2454484.29183206 0.98602071 0.00766428
2454484.31266540 0.99119895 0.00414149
2454484.33349873 0.99630496 0.00598926
2454484.35433207 0.99992930 0.00532473
2454484.37516540 1.00632548 0.00560679
2454484.39599873 1.01002331 0.00506687
2454484.41683207 1.01429480 0.00576770
2454484.43766540 1.01182575 0.00478672
2454488.10433218 1.01857788 0.00588286
2454488.12516551 1.01615169 0.00422688
2454488.14599884 1.01236769 0.00675490
2454488.16683218 1.01262796 0.00613229
2454488.18766551 1.00895489 0.00569727
2454488.20849885 1.00603837 0.00638306
2454488.22933218 0.99128547 0.00812627
2454488.25016551 0.95889480 0.00777367
2454488.27099885 0.93567960 0.00650930
2454488.29183218 0.92559103 0.00617332
2454488.31266552 0.94179354 0.01010138
2454488.33349885 0.96422194 0.00993186
2454488.35433218 0.98847245 0.00793307
2454488.37516552 1.00224758 0.00524788
2454488.39599885 1.00255976 0.00527530
2454488.41683219 1.00694632 0.00476336
2454488.43766552 1.00923935 0.00583528
2454488.45849885 1.01043691 0.00477655
2454488.47933219 1.01136437 0.00519876
2454488.50016552 1.01201375 0.00588421
2454488.52099886 1.01139472 0.00567603
2454488.54183219 1.00845698 0.00532495
2454488.56266552 1.00530296 0.00474486
2454488.58349886 1.00236547 0.00488827
2454488.60433219 0.99678837 0.00530543
2454488.62516553 0.99099818 0.00418540
2454488.64599886 0.98704615 0.00473833
2454488.66683219 0.96913019 0.01895055
2454488.68766553 0.85975842 0.04501660
2454488.70849886 0.68487079 0.07163139
2454488.72933220 0.48284377 0.04604379
2454488.75016553 0.44516386 0.03533678
2454488.77099886 0.59032444 0.05378133
2454488.79183220 0.83051330 0.03809451
2454488.81266553 0.94345783 0.02838207
2454488.83349887 0.98558376 0.00597859
2454488.85433220 0.98874567 0.00382242
2454488.87516553 0.99484129 0.00491326
2454488.89599887 0.99923365 0.00514955
2454488.91683220 1.00453928 0.00501503
2454488.93766554 1.01073745 0.00523442
2454488.95849887 1.01415596 0.00512270
2454488.97933220 1.01433406 0.00537624
2454489.00016554 1.01738148 0.00427103
2454489.02099887 1.01524576 0.00472156
2454489.04183220 1.01358989 0.00452040
2454489.06266554 1.01172671 0.00589482
2454489.08349887 1.01170880 0.00472220
2454489.10433221 1.01034549 0.00455591
2454489.12516554 1.00119224 0.00804525
2454489.14599887 0.98026667 0.01036978
2454489.16683221 0.95457300 0.01193782
2454489.18766554 0.93057382 0.00669431
2454489.20849888 0.93130254 0.00728953
2454489.22933221 0.95073166 0.00995852
2454489.25016554 0.98459682 0.01028411
2454489.27099888 0.99778975 0.00724396
2454489.29183221 1.00469351 0.00471426
2454489.31266555 1.00608290 0.00543665
2454489.33349888 1.00840099 0.00492777
2454489.35433221 1.01003393 0.00564035
2454489.37516555 1.01198231 0.00588295
2454489.39599888 1.01307524 0.00461485
2454489.41683222 1.01237078 0.00548181
2454489.43766555 1.01033943 0.00578905
2454489.45849888 1.00697134 0.00716932
2454489.47933222 1.00457389 0.00569566
2454489.50016555 1.00063986 0.00510233
2454489.52099889 0.99363879 0.00473528
2454489.54183222 0.99179731 0.00568630
2454489.56266555 0.98830000 0.00594658
2454489.58349889 0.93558207 0.03082424
2454489.60433222 0.78651499 0.05408580
2454489.62516556 0.58724037 0.05833672
2454489.64599889 0.43375889 0.02474919
2454489.66683222 0.50117870 0.05003385
2454489.68766556 0.69667053 0.05872681
2454489.70849889 0.85882011 0.04334055
2454489.72933223 0.97585659 0.01426168
2454489.75016556 0.99095866 0.00482109
2454489.77099889 0.99416784 0.00575552
2454489.79183223 1.00510981 0.00509652
2454489.81266556 1.00527849 0.00539035
2454489.83349890 1.00963247 0.00509585
2454489.85433223 1.01488367 0.00414964
2454489.87516556 1.01682018 0.00505889
2454489.89599890 1.01957427 0.00563496
2454489.91683223 1.02008856 0.00519432
2454489.93766556 1.01941879 0.00521521
2454489.95849890 1.01650544 0.00499752
2454489.97933223 1.01473961 0.00471351
2454490.00016557 1.01417284 0.00576414
2454490.02099890 1.01214061 0.00715273
2454490.04183223 0.99755663 0.00893001
2454490.06266557 0.97042594 0.01024207
2454490.08349890 0.94318608 0.01034226
2454490.10433224 0.93040571 0.00539852
2454490.12516557 0.94220377 0.01131069
2454490.14599890 0.96734648 0.01056944
2454490.16683224 0.99025698 0.01005482
2454490.18766557 1.00555672 0.00477244
2454490.20849891 1.00671444 0.00527291
2454490.22933224 1.01065747 0.00721344
2454490.25016557 1.01036236 0.00466447
2454490.27099891 1.01103737 0.00475646
2454490.29183224 1.01350799 0.00553558
2454490.31266558 1.01193879 0.00405135
2454490.33349891 1.01038361 0.00499924
2454490.35433224 1.00789371 0.00431083
2454490.37516558 1.00500227 0.00522646
2454490.39599891 1.00232291 0.00506940
2454490.41683225 0.99710010 0.00501154
2454490.43766558 0.99295718 0.00490746
2454490.45849891 0.98730963 0.00663263
2454490.47933225 0.97437797 0.01416038
2454490.50016558 0.87907102 0.04151260
2454490.52099892 0.70417722 0.05834834
2454490.54183225 0.50553885 0.05156444
2454490.56266558 0.43191664 0.02215199
2454490.58349892 0.57950137 0.05937433
2454490.60433225 0.77764228 0.05367224
2454490.62516559 0.92809854 0.03205152
2454490.64599892 0.98388188 0.00685843
2454490.66683225 0.98929476 0.00537208
2454490.68766559 0.99235850 0.00472286
2454490.70849892 0.99638344 0.00585830
2454490.72933226 1.00532811 0.00625169
2454490.75016559 1.00757516 0.00530735
2454490.77099892 1.01134916 0.00511825
2454490.79183226 1.01136570 0.00512686
2454490.81266559 1.01414194 0.00534310
2454490.83349892 1.01434023 0.00464907
2454490.85433226 1.01241428 0.00449367
2454490.87516559 1.01154172 0.00565735
2454490.89599893 1.00959461 0.00530535
2454490.91683226 1.00744863 0.00506566
2454490.93766559 0.99912811 0.00526854
